description,amount,date,category
RECEIVED_FROM_Toronto_Hydro_Salary,31060.33,2026-12-29,Salary / Payroll
txn CRAWFORD COMPANY CANADA,-757.72,2025-11-01,Insurance
SEABREEZEGRILLLTD,-247.04,2025-12-02,Dining and Cafes
POS PURCHASE VEHICLE SAFETY INSPECTION CANADA Jun 26,-2197.04,2026-01-05,Vehicle Loans and Fines
STEM HUB MUSCAT_56493,-1565.7,2025-11-06,Education
POS PURCHASE SONY STYLE CANADA Jun 13,-355.59,2026-04-09,Shopping & Retail
CLAIMSPRO CANADA_NAP,-673.52,2026-02-06,Insurance
ATMCashWithdrwHealth360Clinic38578512:57:28,-4584.43,2026-01-19,Medical and Health
HubSpot Oman x8190,-305.37,2026-02-25,Other / Uncategorized
RECEIVED_FROM_Duqm_SEZ_Authority,290.84,2025-02-28,Government Services
MCDONALDS OMAN SERVICE CHARGE,-201.9,2025-11-10,Dining and Cafes
POS HAWANA SALALAH PROPERTIES **2533,-2243.97,2026-01-05,Rent Payments
www.thriftycarrentalcanada.com,-30523.81,2026-04-10,Fuel and Transport
HAZELVIEW PROPERTIES 0205,-1508.63,2025-11-09,Rent Payments
ATM Cash Withdrw CHAR 726784 21:45:56,-127.45,2026-04-03,Dining and Cafes
ATM Cash Withdrw Expedia Canada 433245 03:56:58,-923.75,2026-04-21,Travel and Hotels
@nbomonthlysalary,24921.82,2026-01-30,Salary / Payroll
ATM Cash Withdrw Statistics Canada 900174 23:15:21,-687.0,2025-12-16,Government Services
POS920898-thw-flexofferscanada,539.59,2025-03-29,Business or Freelance Income
MARRIOTT TORONTO#2106,-834.76,2025-12-22,Travel and Hotels
MUSCAT HILLS GOLF CLUB *1156,-86.41,2026-02-22,Entertainment and Leisure
PAYMENT TO OOREDOO 5G OMAN FOR April 2019,-148.52,2026-01-01,Telecom
Wallet Trx 6979186640562 RBC AUTO LOAN CANADA,-14457.43,2026-04-28,Vehicle Loans and Fines
OMANGOLFCLUB_11044,-84.21,2026-02-07,Entertainment and Leisure
txnPILOTCOFFEECO,-136.7,2026-01-22,Dining and Cafes
OMAN HOME ELECTRICITY BILL / ST. CATHARINES,-188.21,2026-01-17,Housing and Utilities
POS PURCHASE FRESHDESK CANADA Sep 7,-418.79,2026-02-03,Other / Uncategorized
TING CANADA#5604,-140.3,2026-04-02,Telecom
SERVICENEWFOUNDLANDCARD*1154,-931.42,2026-03-03,Government Services
www.bankdhofarloan.com,-19161.82,2026-03-19,Loan Payments
txn RBC MORTGAGE CANADA,-8733.27,2026-03-28,Loan Payments
INTERACCOASTCAPITALRRSPSAGUENAY,-1551.79,2026-01-28,Savings and Investments
OSMOW_46,-79.24,2026-05-09,Dining and Cafes
husky energy debit,-22561.24,2026-01-04,Fuel and Transport
RECEIPT CLEARTRIP OMAN ST. CATHARINES,-3029.08,2026-04-09,Travel and Hotels
SPECSAVERS CANADA LLC,-1817.9,2025-12-04,Medical and Health
FOODB_32,-7585.76,2025-12-08,Charity Donations
TRF HABITAT FOR HUMANITY CANADA,-4628.27,2026-01-15,Charity Donations
MUSCAT MARKET#7487,-87.65,2026-04-09,Groceries
RECEIPT FAMILY SUPERMARKET NIZWA,-234.12,2026-03-03,Groceries
universityofnewbrunswickWHITEHORSE,-3614.27,2026-03-09,Education
AL KHALIJ COMMERCIAL BANK LOAN:TRF,-7644.38,2026-04-01,Loan Payments
PUBLICAUTHORITYFORMININGOMAN*8596,-613.74,2026-01-21,Government Services
BosaPropertiesCanadax7632,-1994.15,2026-02-17,Rent Payments
PAYPALTRANSFERTXNID:4926638,2949.44,2026-02-28,Business or Freelance Income
BANGLADESHISCHOOLMUSCAT*3063,-3345.66,2026-04-04,Education
INTERAC SHOPIFY CANADA BAHLA,-180.27,2026-01-28,Other / Uncategorized
INTERAC FIDO MOBILE CANADA RUSTAQ,-145.42,2026-03-09,Telecom
Transfer from Royal Oman Police,271.12,2026-05-29,Government Services
VISA DEBIT INTERNATIONAL WIRE CANADA LON,-69.99,2026-03-01,Bank Charges
Payment:MITCHELL WHALE INSURANCE CANADA,-77.15,2026-02-22,Insurance
TRF IMAGINE CINEMAS CANADA,-34.06,2026-04-25,Entertainment and Leisure
PRICELINECANADA:PAY,-1510.2,2025-11-17,Travel and Hotels
ATM Cash Withdrw Wire Transfer NBO 475871 21:16:33,-84.08,2025-11-16,Bank Charges
www.metroontario.com,-36.85,2026-05-02,Groceries
ZENDESKCANADA_TRU,-981.49,2026-03-01,Other / Uncategorized
WESTLAND INSURANCE CANADA PAYMENT,-742.3,2026-01-08,Insurance
SCOTIABANKITRADE_71286,-359.9,2025-12-14,Savings and Investments
Alizz Islamic Savings x6327,-1584.71,2026-04-18,Savings and Investments
WESTJET VACATIONS 1004,-1060.6,2026-03-05,Travel and Hotels
PIZZAPIZZACANADA_NEW,-286.23,2025-11-05,Dining and Cafes
socialassistanceontarioSEEB,426.31,2025-03-29,Government Support and Pensions
empirelifecanadatrsf,-670.18,2026-01-05,Insurance
TRF ALBERTA MOTOR ASSOCIATION INSURANCE,-669.98,2026-04-05,Insurance
txn AL MADA GAS,-68.96,2026-05-14,Housing and Utilities
ATMCashWithdrwKhimji'sAuto27494811:09:22,-24848.87,2026-05-03,Fuel and Transport
TRANS_73,-296.16,2025-12-07,Government Services
PUR-SOHARHOM,-368.21,2026-05-16,Home Goods and Furniture
INDEPENDENTGROCERLLC,-182.35,2026-04-16,Groceries
ROYAL OMAN POLICE FINE_CHI,-5774.56,2026-03-25,Vehicle Loans and Fines
TROPICANA COMMUNITY SERVICES SAOG,-5431.77,2026-01-09,Charity Donations
Payment:ZOOMER WIRELESS CANADA,-152.8,2026-02-10,Telecom
FAIRSTONE FINANCIAL CANADAPOSTORONTO,-19029.07,2026-03-04,Loan Payments
CAMOSUN COLLEGE BC#9786,-1952.17,2026-02-03,Education
INTERAC AVIS OMAN HIGH RIVER ALBERTA,-42875.37,2026-02-23,Fuel and Transport
INTERAC LANGARA COLLEGE BC WHITBY,-8944.82,2026-01-13,Education
WAL Cr6604796596164 BM,-553.41,2026-02-06,Insurance
ATM Cash DEP Natures Emporium 322793,-137.75,2025-11-09,Groceries
TRF TO RSA INSURANCE OMAN,-932.93,2026-02-24,Insurance
Agincourt Community Services Trnsfr,1146.57,2026-11-30,Charity Donations
HOME TRUST CANADA PAYMENT,-272.31,2026-04-22,Bank Charges
TRFCANADIANTIREHOMECANADA,-448.77,2026-04-06,Home Goods and Furniture
POS PURCHASE E-TRANSFER INCOME Jul 8,6335.16,2026-12-28,Business or Freelance Income
MUSANDAMMARKET_87568,-69.79,2026-05-04,Groceries
PUR-GEOXCANA,-436.24,2025-12-23,Shopping & Retail
UNIVERSITY OF OTTAWA 1602,-9494.52,2026-02-24,Education
EDVANCE EDUCATION SERVICE CHARGE,-898.05,2026-03-04,Education
PAYMENT TO TELUS INTERNATIONAL ROAMING FOR May 2025,-124.91,2026-01-21,Telecom
Transfer from Freelance Design Income,4372.16,2026-02-28,Business or Freelance Income
ONLINE PURCHASE PASI SALARY SUPPLEMENT,35321.58,2026-12-29,Salary / Payroll
NATIO_38,-7350.62,2026-02-07,Loan Payments
NoFrillsx3375,-199.46,2026-02-02,Groceries
CANADAPOST:PAY,-500.89,2025-12-03,Government Services
OMANNATIONALLEASINGSERVICECHARGE,-19838.58,2025-12-09,Loan Payments
QUICKBOOKS PAYROLL CANADA#1375,10880.39,2026-12-29,Salary / Payroll
RECEIVED_FROM_Government_of_Canada_Salary,2398.42,2026-11-29,Salary / Payroll
DUBAIISLAMICINSURANCEOMAN#9718,-564.92,2026-01-15,Insurance
Tangerine Tfsa Canada Store #612,-1358.58,2026-05-18,Savings and Investments
HOMESENSE CANADA / MIRBAT,-495.88,2025-11-28,Home Goods and Furniture
SHELL OMAN#8126,-39697.91,2026-03-23,Fuel and Transport
PAYMENT TO MUSCAT MUNICIPALITY CLEANING SERVICES FOR December 2021,-206.45,2026-04-03,Housing and Utilities
Wallet Trx 3013776281766 METLIFE OMAN,-773.72,2026-02-22,Insurance
FunCityOmanTrnsfr,24.88,2026-12-28,Entertainment and Leisure
ONLINE PURCHASE HABIB BANK OMAN,-343.38,2026-05-19,Bank Charges
petrominexpressTHUNDERBAY,-43059.6,2026-04-08,Fuel and Transport
TANGERINE BANK INC,-43.52,2026-05-06,Bank Charges
PARALLEL 49 CANADAPOSMABELA,-23.91,2026-01-03,Dining and Cafes
IHEARTRADIO CANADAPOSSHERWOOD PARK,-31.62,2025-12-25,Entertainment and Leisure
WISE TRANSFER CANADA:PAY,-587.78,2026-05-13,Other / Uncategorized
www.muscatfurnitureco.com,-462.2,2025-12-03,Home Goods and Furniture
INTERAC CAREEM AJAX,-16816.1,2026-05-24,Fuel and Transport
DIOR BEAUTY CANADA:REC,-423.86,2025-12-08,Shopping & Retail
OMAN RAIL#3994,-22546.23,2026-04-04,Fuel and Transport
BMOHOMEEQUITYCANADA#7860,-6690.01,2025-12-16,Loan Payments
ATM Cash Withdrw Al Habib Real Estate 190191 10:38:46,-615.58,2026-01-23,Rent Payments
ONLINE PURCHASE VANCOUVER FOOD BANK,-1268.64,2026-02-06,Charity Donations
E-TRANSFERNORTHERNLIGHTSCREDITUNION,483.17,2026-12-28,Bank Charges
UNION GAS PAYMENT,-143.08,2025-11-16,Housing and Utilities
Footlocker Oman Trnsfr,231.24,2026-05-28,Shopping & Retail
SHISEIDOCANADACARD*4581,-253.94,2026-04-15,Shopping & Retail
TRF SPECSAVERS OMAN,-973.7,2026-01-07,Medical and Health
Bank Muscat Trnsfr,284.24,2026-03-28,Bank Charges
Transfer from Desjardins RRSP,1649.83,2025-04-28,Savings and Investments
INTERAC LAND TAX DEPT OMAN BELLEVILLE ONTARIO,-600.61,2026-04-08,Government Services
POS 522945-thw-loblaws,-151.76,2026-03-10,Groceries
POS906868-LAURENTIANBANKLOAN-457POBOX709,-13212.62,2026-03-08,Loan Payments
TOPTAL INCOME_TRU,165.59,2026-04-30,Business or Freelance Income
Lai Wah Heen Toronto - payment,-41.77,2026-03-10,Dining and Cafes
www.alizzislamicsavings.com,-1058.35,2025-12-27,Savings and Investments
RECEIPT INFORMATION TECHNOLOGY AUTHORITY OMAN RED DEER,-70.41,2026-05-26,Government Services
txnGOOGLEDOMAINSCANADA,-271.5,2026-01-13,Other / Uncategorized
AUTOCAPITAL CANADA SAOG,-9900.09,2026-04-25,Vehicle Loans and Fines
Salalah Free Zone Authority Trnsfr,490.25,2026-04-30,Government Services
RECEIVED_FROM_FYidoctors_Canada,1086.44,2026-02-28,Medical and Health
TransferfromAlKhiranKitchen,-16.42,2025-12-03,Dining and Cafes
RECEIPTKHOFORESTAURANTALAZAIBA,-103.48,2026-03-19,Dining and Cafes
POS 260738-RENNA BROADBAND - 839 P O BOX 189,-138.22,2026-02-18,Telecom
RECEIVED_FROM_Peel_Region_Water,196.48,2026-12-29,Housing and Utilities
WORLDVISIONCANADAPOSMIRBAT,-9816.21,2026-02-25,Charity Donations
skyjumpomantrsf,-59.52,2026-04-07,Entertainment and Leisure
ATM Cash DEP The Edge Benefits Canada 894037,-455.15,2025-11-23,Insurance
ONLINE PURCHASE KINEX MEDICAL CANADA,-4665.57,2025-12-12,Medical and Health
E-TRANSFER INCOME_21049,4884.82,2025-01-28,Business or Freelance Income
PUR-TURKISHA,-1675.23,2025-12-23,Travel and Hotels
Transfer from Service Canada EI,583.23,2025-11-30,Government Services
BOUCLAIRCANADA#7980,-456.6,2026-04-05,Home Goods and Furniture
POS 906144-AMERICAN EXPRESS CANADA - 557 P O BOX 348,-345.46,2026-02-03,Other / Uncategorized
TRF DRIVETEST ONTARIO,-658.18,2026-02-13,Government Services
BATHBODYWORKSCANADA_75437,-407.81,2026-04-17,Shopping & Retail
CELIO OMAN:PAY,-345.47,2026-03-09,Shopping & Retail
VISA DEBIT SUPER 8 TORONTO MIR,-4541.05,2025-12-08,Travel and Hotels
RECEIPT AL WAFA PHARMACY NEW WESTMINSTER,-2944.44,2026-01-09,Medical and Health
HASTY MARKET CANADA CARD*5735,-191.47,2026-01-22,Groceries
www.landtaxdeptoman.com,-416.85,2025-11-21,Government Services
@lafitnesscanada,-1193.05,2026-02-06,Medical and Health
SALALAHFREEZONEAUTHORITY0903,-461.36,2026-05-03,Government Services
POLICE PENSION OMAN#9151,710.8,2026-04-30,Government Support and Pensions
Al Rahma Medical Center x4059,-4529.6,2025-12-10,Medical and Health
VISADEBITALHAMRAPHARMACYSYD,-1081.35,2026-05-25,Medical and Health
Telus Home Phone Trnsfr,11.74,2026-03-30,Telecom
WAL Cr9340626276033 BM,-1639.96,2026-03-07,Savings and Investments
E-TRANSFER UNIVERSITE DE MONTREAL,-13315.14,2026-03-01,Education
@universityoffraservalley,-14573.46,2026-02-14,Education
SteamWhistleBreweryStore#818,-47.12,2026-04-15,Entertainment and Leisure
@propertymanagementcanadamonthly,-505.04,2026-02-17,Rent Payments
RECEIPTCIBCEMPLOYEESALARYQURUM,21966.01,2026-05-29,Salary / Payroll
Payment:TAMLIK PROPERTIES,-564.8,2026-01-06,Rent Payments
99designsincomeGRANDEPRAIRIE,5655.3,2026-03-28,Business or Freelance Income
OMANOIL_36843,-48732.35,2026-04-06,Fuel and Transport
Wallet Trx 9431164299868 KHIMJI'S AUTO,-19862.85,2026-02-10,Fuel and Transport
PUR-PADDLECA,2293.86,2026-03-29,Business or Freelance Income
PUR-NATIONAL,-13840.8,2025-12-09,Vehicle Loans and Fines
www.freelancewebdevelopmentincome.com,3258.54,2026-02-28,Business or Freelance Income
RECEIVED_FROM_VRBO_Canada,1132.4,2026-05-29,Travel and Hotels
William Osler Health System Trnsfr,1914.96,2026-12-28,Medical and Health
MERIX FINANCIAL CANADA 1611,-678.18,2026-01-07,Loan Payments
TRF CANADA REVENUE AGENCY,-435.04,2025-11-14,Government Services
CPPSURVIVORBENEFITCANADAPAYMENT,974.96,2026-12-30,Government Support and Pensions
WalletTrx3753201468375TDTFSADEPOSIT,-182.69,2026-02-27,Savings and Investments
TRF WILBUR MEXICANA TORONTO,-173.72,2026-04-05,Dining and Cafes
Al Fikra Auto Trnsfr,21209.16,2026-03-30,Fuel and Transport
TD RRSP CONTRIBUTION PAYMENT,-416.94,2026-05-23,Savings and Investments
PUR-HARVEST,-173.99,2025-12-06,Dining and Cafes
INTERAC OMAN TV ANCASTER,-474.0,2026-02-07,Other / Uncategorized
TransferfromDesjardinsSalary,15003.6,2025-01-29,Salary / Payroll
PAYMENTTORENTPAYMENTSCARBOROUGHFORJune2023,-107.62,2025-11-24,Rent Payments
PDO PETROL STATION:TRF,-11710.06,2026-04-15,Fuel and Transport
Al Ahli Bank Savings Trnsfr,1562.87,2026-05-30,Savings and Investments
@simpletaxcanada,-536.2,2026-02-06,Other / Uncategorized
@hypermaxqurumcitycentre,-77.14,2026-01-20,Groceries
Payment:MUSCAT INTERNATIONAL AIRPORT FEE,-135.63,2026-05-28,Government Services
txn CRAWFORD COMPANY CANADA,-743.48,2026-03-02,Insurance
TD AUTOLOAN PAYMENT SERVICE CHARGE,-14527.93,2026-04-18,Vehicle Loans and Fines
POS PAEW SALARY OMAN **2750,7287.6,2026-04-28,Salary / Payroll
STOP PAYMENT FEE CANADA SERVICE CHARGE,-449.19,2026-03-26,Bank Charges
Hamilton Health Sciences Trnsfr,991.76,2026-02-28,Medical and Health
TRF AL NOOR OPTICAL,-574.66,2026-03-04,Medical and Health
BRUNETPHARMACYQUEBECSERVICECHARGE,-3173.57,2026-01-24,Medical and Health
EuroFurnitureOmanx7220,-393.1,2026-04-04,Home Goods and Furniture
Suncor Energy Canada x2498,-23193.9,2026-03-03,Fuel and Transport
FreelancePhotographyIncome-payment,3447.44,2026-05-30,Business or Freelance Income
GADGETWORLD ELECTRONICS OMAN_GRA,-619.98,2026-04-11,Other / Uncategorized
Payment:UNIVERSITYOFWESTERNONTARIO,-13168.33,2025-11-15,Education
VISADEBITNATURECONSERVANCYCANADAHAI,-8642.6,2026-02-03,Charity Donations
RECEIVED_FROM_Mohawk_College,6071.09,2026-03-28,Education
VISA DEBIT MEGABUS CANADA SUR,-33507.73,2026-03-03,Fuel and Transport
TRFTOMONTREALAIRPORTPARKING,-34944.14,2026-04-11,Fuel and Transport
TransferfromROPSpeedingFine,-8535.75,2026-05-22,Vehicle Loans and Fines
RE/MAX CANADA_NOR,-550.36,2026-01-02,Rent Payments
London Hydro Ontario x9165,-81.4,2026-05-23,Housing and Utilities
ATMCashWithdrwTorontoParkingAuthority48896518:13:07,-57.34,2025-11-01,Government Services
LEMON SQUEEZY CANADA PAYMENT,6487.15,2026-04-29,Business or Freelance Income
Oab Savings Deposit Store #904,-426.15,2025-12-03,Savings and Investments
GROCERYPEOPLECANADA0307,-221.7,2026-01-11,Groceries
RENNAMOBILELTD,-109.45,2025-11-07,Telecom
FAIRMONT HOTEL VANCOUVER CARD*6795,-3596.14,2026-03-03,Travel and Hotels
RBC PERSONAL LOAN CANADA 0212,-11722.81,2026-01-18,Loan Payments
EUROFURNITUREOMAN_FOR,-182.69,2025-11-05,Home Goods and Furniture
POS 297330-thw-odspontario,492.84,2026-12-30,Government Support and Pensions
NationalBankLineCreditx8308,17171.93,2025-03-28,Loan Payments
AZURE CANADA_COR,-350.87,2026-01-02,Other / Uncategorized
txn MANITOBA STUDENT LOAN,-9597.08,2026-05-13,Loan Payments
OMANI_48,-449.92,2026-04-07,Savings and Investments
WAL Cr4230658043261 BM,-315.79,2026-03-03,Other / Uncategorized
PUR-BELLAPIZ,-68.09,2026-04-22,Dining and Cafes
PUR-NOORTAKA,-266.43,2025-12-07,Insurance
RBCPA_78,25107.44,2025-04-29,Salary / Payroll
HALIFAX WATER CARD*8011,-96.98,2025-12-11,Housing and Utilities
AL MUSANNAH MARKET_31398,-7.74,2025-11-06,Groceries
SASKPOWER 1406,-128.94,2025-11-20,Housing and Utilities
CLOUD HOSTING OMAN_IQA,-622.04,2026-04-10,Other / Uncategorized
LENSCRAFTERSCANADAPOSNORTHYORK,-2602.9,2026-05-02,Medical and Health
shopifypluscanadaYORKTON,-215.25,2026-01-04,Other / Uncategorized
ARTGALLERYOFONTARIOLTD,-6.13,2026-02-18,Entertainment and Leisure
STARZPLAYOMAN_76516,-181.21,2026-02-14,Other / Uncategorized
CENTRE FOR IMMIGRANT CHILD YOUTH TORONTO SERVICE CHARGE,-2771.39,2026-05-09,Charity Donations
MECMO_37,-341.62,2025-12-28,Shopping & Retail
RECEIPT ENBRIDGE GAS MADINAT QABOOS,-185.95,2026-03-02,Housing and Utilities
TRF OXFAM CANADA,-4154.4,2026-02-05,Charity Donations
AL BURAIMI UNIVERSITY COLLEGE#3398,-3458.67,2026-02-17,Education
POS 241675-thw-renaissancehoteltoronto,-3755.77,2025-12-28,Travel and Hotels
txn CITY OF CALGARY SERVICES,-343.87,2026-05-06,Government Services
RECEIPTAMERICANLYCEUMINTERNATIONALSCHOOLJALANBANIBUALI,-4022.19,2026-03-04,Education
TRF PRICELINE CANADA,-1741.91,2025-12-04,Travel and Hotels
HYPERMAX QURUM CITY CENTRE LTD,-90.88,2026-03-02,Groceries
BALZA_42,-216.26,2025-12-27,Dining and Cafes
Wallet Trx 3964619740466 UNIPRIX CANADA,-966.13,2025-12-10,Medical and Health
MARBLE FINANCIAL CANADA_STO,-588.24,2026-04-04,Loan Payments
POS PURCHASE WATERLOO LANGUAGE INSTITUTE Sep 19,-2551.78,2026-02-01,Education
PARKS CANADA TXNID:6421998,-928.71,2026-01-05,Government Services
ONLINE PURCHASE RBC INSURANCE CANADA,-401.22,2026-03-19,Insurance
PAYMENT TO EI CAREGIVING BENEFIT CANADA FOR February 2023,315.3,2026-11-29,Government Support and Pensions
RECEIPTAVANTIPAYROLLCANADASTOUFFVILLE,31654.52,2025-03-30,Salary / Payroll
GHUBRA PETROL STATION#7582,-5065.1,2026-04-08,Fuel and Transport
MASTERCARD AL ZADJALI GARAGE *4414,-19969.07,2025-12-10,Fuel and Transport
MASTERCARD WAWANESA INSURANCE CANADA *2350,-850.78,2026-03-03,Insurance
INTERAC CIBC HOME EQUITY CANADA CAMROSE,-11366.07,2026-05-25,Loan Payments
TRF TO WHOLE FOODS MARKET CANADA,-125.46,2026-03-19,Groceries
407ETRHIGHWAYCANADASERVICECHARGE,-2572.63,2026-02-10,Fuel and Transport
WAVE HOMES LLC_13280,-232.8,2026-04-06,Rent Payments
SHERATON TORONTO:REC,-2078.05,2025-12-10,Travel and Hotels
POS AL KHOUD SPORTS CENTER **9567,-10.28,2026-02-26,Entertainment and Leisure
CITY OF CALGARY PARKING TICKET PAYMENT,-9274.31,2026-01-21,Vehicle Loans and Fines
Social Assistance Ontario - payment,433.92,2026-12-29,Government Support and Pensions
INTERAC PROSPERA CREDIT UNION DELTA BC,236.28,2025-02-28,Bank Charges
RECEIVED_FROM_Bank_Muscat_Salary_Credit,33565.61,2025-01-30,Salary / Payroll
WAL Cr2277842177865 BM,-167.04,2026-01-14,Groceries
PODIA CANADA CARD*4336,1663.95,2026-04-30,Business or Freelance Income
UFA FARM CENTRE CANADA SERVICE CHARGE,-133.06,2026-05-06,Groceries
POS 423246-AWIN CANADA - 457 P O BOX 756,4247.95,2025-12-28,Business or Freelance Income
ONLINE PURCHASE SUHAR HOSPITAL,-37.32,2025-12-07,Medical and Health
AL MADINA TAKAFUL:REC,-145.57,2026-03-26,Insurance
CANAD_26,893.49,2026-04-28,Government Support and Pensions
ATM Cash Withdrw Oman Telecom Salary 480190 01:55:42,19897.27,2025-12-30,Salary / Payroll
Transfer from Al Rajhi Bank Oman,198.07,2026-05-29,Bank Charges
E-TRANSFER MUSATTECH FREELANCE,4827.8,2026-11-28,Business or Freelance Income
WAL Cr6675443284245 BM,2537.29,2026-02-28,Business or Freelance Income
@bellmobilitycanada,-76.29,2026-02-15,Telecom
INTERAC ORGANIC GARAGE CANADA WHITE ROCK,-206.18,2025-12-15,Groceries
ONLINE PURCHASE MASSEY HALL TORONTO,-44.61,2026-05-09,Entertainment and Leisure
NEXLIVING COMMUNITIES LLC,-1292.08,2026-05-17,Rent Payments
VISA DEBIT STREET CAPITAL MORTGAGE CANADA ST.,-5526.44,2026-02-11,Loan Payments
POS150091-BELLINTERNETCANADA-624POBOX713,-13.46,2025-12-13,Telecom
Wallet Trx 6255936590037 CPP SURVIVOR BENEFIT CANADA,709.68,2026-04-30,Government Support and Pensions
RECEIVED_FROM_Muttrah_Petrol,44052.25,2026-12-30,Fuel and Transport
ATM Cash Withdrw Parfois Oman 601561 16:13:50,-492.39,2026-03-09,Shopping & Retail
AL SHANFARI AUTO:TRF,-24424.7,2026-01-15,Fuel and Transport
RECEIVED_FROM_Planta_Burger_Toronto,130.08,2025-04-28,Dining and Cafes
WadiKabirFuelTrnsfr,12289.27,2026-11-28,Fuel and Transport
Payment:BANK MUSCAT SALARY CREDIT,1017.63,2026-11-28,Salary / Payroll
EXOTIK JOURNEYS CANADA 0301,-3470.23,2026-05-17,Travel and Hotels
www.middleeastcollege.com,-893.86,2026-04-09,Education
SCOTIABANK INSURANCE CANADAPOSBELLEVILLE ONTARIO,-747.9,2026-04-05,Insurance
POS 844047-PRESTO CARD - 390 P O BOX 7,-32417.17,2026-04-05,Fuel and Transport
CITY OF OTTAWA PARKING TICKET TXNID:7306723,-3762.08,2025-12-07,Vehicle Loans and Fines
@jdrfcanada,-856.9,2026-03-03,Charity Donations
MIDAS FURNITURE:REC,-316.91,2026-01-06,Home Goods and Furniture
txn BELL INTERNATIONAL ROAMING,-50.41,2026-01-05,Telecom
TRF TO OASIS SUPERMARKET,-84.57,2025-11-27,Groceries
PUR-CANADIAN,-117.98,2026-03-02,Bank Charges
VISA DEBIT NARS OMAN MAP,-304.72,2026-02-01,Shopping & Retail
MASTERCARD IBRI COOPERATIVE *9681,-177.98,2026-03-07,Groceries
RECEIPTBREAKOUTESCAPEROOMSCANADASOHAR,-64.43,2025-12-03,Entertainment and Leisure
RECEIPT LINKEDIN LEARNING SCARBOROUGH,-5519.97,2026-01-08,Education
POS PURCHASE RUSTAQ COLLEGE APPLIED SCIENCES Oct 24,-12171.82,2026-04-07,Education
POS 387572-SQUARESPACE CANADA - 900 P O BOX 405,-146.69,2026-04-09,Other / Uncategorized
WAL Cr2785157583102 BM,-3845.66,2026-02-07,Travel and Hotels
Payment:OMANASSOCIATIONFORBLIND,-586.59,2026-01-01,Charity Donations
RSA INSURANCE OMAN TXNID:7286331,-578.04,2026-04-15,Insurance
RECEIPT CRAWFORD COMPANY CANADA AL GHUBRAH SOUTH,-148.22,2026-05-13,Insurance
ATM Cash DEP EQ Bank GIC 790398,-811.2,2026-03-06,Savings and Investments
hyundaifinancialcanadaAL KHUWAIR,-11466.95,2026-02-06,Vehicle Loans and Fines
MATTAMY HOMES CANADA LLC,-914.29,2026-03-08,Rent Payments
AL HAIL MARKET LLC,-64.56,2025-11-02,Groceries
IBRICOOPERATIVE_23355,-175.72,2026-05-05,Groceries
POS 620168-thw-albertatrafficticket,-1930.7,2025-11-09,Vehicle Loans and Fines
@sultancenter,-209.13,2026-02-06,Groceries
INTERACNATIONALBANKMORTGAGECANADAQURUM,-5127.55,2026-02-09,Loan Payments
DOUGLAS MATTRESS CANADA / PRINCE RUPERT,-210.31,2025-12-09,Home Goods and Furniture
TRFTOSALALAHHOMECENTRE,-439.22,2026-01-03,Home Goods and Furniture
OMANTELBROADBAND_HAL,-101.36,2026-04-15,Telecom
ALLIANCEINSURANCEOMANLTD,-388.68,2025-12-22,Insurance
GumroadCanada-payment,6413.97,2026-12-29,Business or Freelance Income
WALCr4884075659900BM,-79.06,2026-05-02,Entertainment and Leisure
DIRECT DEPOSIT FREELANCE_99548,2848.81,2026-04-28,Business or Freelance Income
POSBRIGHTFUTUREPREP**8883,-13299.92,2026-03-23,Education
